OSM_tag_name,OSM_tag_value,Element_icon ,Comment ,Useful_for_MapAction,Data Category description,Cat_value,Date Theme description,Theme_value,Conforms_to_MA_Hierarchy,OSM_Element ,Data type,pt,ln,py,rel
craft ,jeweller ,Mf node.png Mf area.png ,"A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,locksmith ,Mf node.png Mf area.png ,A place where locks and keys are created or repaired. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,key_cutter ,Mf node.png Mf area.png ,A place where keys can be duplicated from originals. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,metal_construction ,Mf node.png Mf area.png ,"A place where handrails, gates, ramps and similar things from metal are made. ",Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,optician ,Mf node.png Mf area.png ,"A place where lenses for the correction of a person's vision are designed, fitted and dispensed. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,painter ,Mf node.png Mf area.png ,Workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,parquet_layer ,Mf node.png Mf area.png ,Workplace or office of a parquet layer. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,photographer ,Mf node.png Mf area.png ,Workplace or office of a person who takes photographs using a camera. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,photographic_laboratory ,Mf node.png Mf area.png ,"A place where photos taken on a film ort digital images are transformed into a more permanent form, often on paper or plastic foil. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,plasterer ,Mf node.png Mf area.png ,"Workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,plumber ,Mf node.png Mf area.png ,"Workplace or office of a tradesman who specializes in installing and maintaining systems used for potable (drinking) water, sewage, and drainage. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,pottery ,Mf node.png Mf area.png ,"A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,rigger ,Mf node.png Mf area.png ,"Workplace or office of a person who makes masts, yards, sails, and cordage for sailboats and sailing ships. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,roofer ,Mf node.png Mf area.png ,Workplace or office of a tradesman who is specialized in roof construction. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,saddler ,Mf node.png Mf area.png ,A place where saddles or accessories for cars and boats are produced or repaired. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,sailmaker ,Mf node.png Mf area.png ,"Workplace or office of a person who makes and repairs sails for sailboats and sailing ships, typically working on shore in a sail loft. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,sawmill ,Mf node.png Mf area.png ,A workplace where logs are cut into boards. ,Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,scaffolder ,Mf node.png Mf area.png ,Workplace or office of a tradesman who builds temporary structure used to support people and material in the construction or repair of buildings and other large structures. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,sculptor ,Mf node.png Mf area.png ,A place where Sculpture are made. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,shoemaker ,Mf node.png Mf area.png ,"A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs. See also shop=shoes for a place where shoes are sold, but not made or altered ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,stand_builder ,Mf node.png Mf area.png ,Workplace of a company that builds stands/booths for fairs. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,stonemason ,Mf node.png Mf area.png ,A place where rough pieces of rock are shaped into accurate geometrical shapes. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,sun_protection ,Mf node.png Mf area.png ,"A place where sun protection is made, repaired, or delivered for assembly, especially awnings and shutters. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,sweep ,Mf node.png Mf area.png ,Workplace or office of a person who cleans chimneys for a living. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,tailor ,Mf node.png Mf area.png ,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,tiler ,Mf node.png Mf area.png ,"Workplace or office of a person who lays tiles on floors, swimming pools and such. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,tinsmith ,Mf node.png Mf area.png ,"A tinsmith, or tinner or tinker or tinplate worker. Workplace or office of a person who makes and repairs things made of light-coloured metal, particularly tinware. ",N,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,upholsterer ,Mf node.png Mf area.png ,"A place where furniture, especially seats are provided with padding, springs, webbing, and fabric or leather covers. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,watchmaker ,Mf node.png Mf area.png ,A watchmaker is an artisan who makes and repairs watches. Today due to industrial production they mostly repair watches. For other kinds of clocks see craft=clockmaker ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,window_construction ,Mf node.png Mf area.png ,Construct windows ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,user defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
emergency ,ambulance_station ,Mf node.png Mf area.png ,"An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies. ",Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
emergency ,defibrillator ,Mf node.png ,An Automated External Defibrillator (AED) is a first-aid device that automates the process of diagnosing life-threatening cardiac arrhythmia and performing defibrillation. Previously tagged as emergency=aed or medical=aed. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,fire_extinguisher ,Mf node.png ,"A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations. ",Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,fire_flapper ,Mf node.png ,A flapper is a wildland firefighting tool also called a swatter or a beater. It is designed for extinguishing minor fires in rural areas such as heaths. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,fire_hose ,Mf node.png ,A fire hose is a high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,fire_hydrant ,Mf node.png ,"A fire hydrant is an active fire protection measure, and a source of water provided in most urban, suburban and rural areas with municipal water service or other water source to enable firefighters to tap into the municipal water supply to assist in extinguishing a fire. ",Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,phone ,Mf node.png ,An emergency phone is specifically provided for making calls to emergency services and is most often found in a place of special danger. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,ses_station ,Mf node.png Mf area.png ,A State Emergency Service is an Australian volunteer organisation that provides emergency help during and after declared (natural or otherwise) disasters. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
emergency ,siren ,Mf node.png ,"A siren is a loud noise maker. Most modern ones are civil defense, ""air raid"" sirens or tornado sirens. ",Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,water_tank ,Mf node.png ,Stock tank for fire-fighting water. ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,user defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo ,Y,Utilities,util,"Rescue services, coast guards",rsq,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
geological ,outcrop ,Mf node.png Mf area.png ,An outcrop site is a place where the bedrock or superficial deposits have become locally exposed and are directly accessible to analysis. ,N,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
geological ,moraine ,Mf node.png Mf area.png ,"A moraine is any ice formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by glacial ice. ",N,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
geological ,palaeontological_site ,Mf node.png Mf area.png ,"A palaeontological site is a place (or group of physical sites) in which remains of ancient living forms is preserved. Area under the study of the forms of life existing in prehistoric times, as represented by the fossils of plants, animals, and other organisms investigated using the discipline of palaeontology. ",N,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
geological ,user defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo ,N,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
highway ,motorway ,Way ,"A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc.. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,trunk ,Way ,The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.) ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,primary ,Way ,The next most important roads in a country's system. (Often link larger towns.) ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,secondary ,Way ,The next most important roads in a country's system. (Often link smaller towns and villages.) ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,tertiary ,Way ,The next most important roads in a country's system. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,unclassified ,Way ,"The least most important through roads in a country's system - i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. (The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.) ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,residential ,Way ,Roads which are primarily lined with and serve as an access to housing. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,service ,Way Area ,"For access roads to, or within an industrial estate, camp site, business park, car park etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances. ",Y,Transport,tran,Road,rds,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
highway ,motorway_link ,Way ,The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,trunk_link ,Way ,The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,primary_link ,Way ,The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,secondary_link ,Way ,The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,tertiary_link ,Way ,The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,living_street ,Way ,"For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low and where children are allowed to play on the street. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,pedestrian ,Way Area ,For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes. ,Y,Transport,tran,Road,rds,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
highway ,track ,Way ,"Roads for agricultural or forestry uses etc, often rough with unpaved/unsealed surfaces. In countries where most roads are unpaved, you should still use the main trunk/primary/secondary/tertiary/unclassified values, making sure to also tag the surface type. Use surface=* or tracktype=* for tagging to describe the surface. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,bus_guideway ,Way ,"A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead! ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,raceway ,Way ,A course or track for (motor) racing ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,road ,Way ,"A road where the mapper is unable to ascertain the classification from the information available. This is intended as a temporary tag to mark a road until it has been properly surveyed. Once it has been surveyed, the classification should be updated to the appropriate value. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,footway ,Way ,"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,bridleway ,Way ,For horses. Equivalent to highway=path + horse=designated. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,steps ,Way ,For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,path ,Way ,"A non-specific or shared-use path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horses as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
sidewalk ,both / left / right / yes / no ,Way ,"Specifies that the highway has sidewalks on both sides, on one side or no sidewalk at all ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,cycleway ,Way ,For designated cycleways. Add foot=* only if default-access-restrictions do not apply. ,Y,Transport,tran,Highway,hwy,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,lane ,Way ,A lane is a route that lies within the roadway ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,opposite ,Way ,Used on ways with oneway=yes where it is permitted to cycle in both directions (only in countries where it is legally permitted). ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,opposite_lane ,Way ,"Used on ways with oneway=yes that have a cycling lane going the opposite direction of normal traffic flow (a ""contraflow"" lane) ",N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,track ,Way ,A track is a route that is separate from the road.+oneway=yes if needed. ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,opposite_track ,Way ,Used on ways with oneway=yes that have a cycling track going the opposite direction of normal traffic flow ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,shared ,Way ,Cyclists share space with other traffic on this highway. ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,share_busway ,Way ,There is a bus lane that cyclists are permitted to use. ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cycleway ,shared_lane ,Way ,"Cyclists share a lane with motor vehicles, but there are markings indicating that they should share the lane with motorists. ",N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,proposed ,Way ,"For planned roads, use with proposed=* and also proposed=* with a value of the proposed highway value. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,construction ,Way ,For roads under construction. Use construction=* to hold the value for the completed road. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
abutters ,commercial/ industrial/ mixed/ residential/ retail etc. ,Way ,See Key:abutters for more details. ,N,LandUse,land,Buildings,bld,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
ford ,yes ,Node Way ,"The road crosses through stream or river, vehicles must enter any water. ",Y,Transport,tran,Road,rds,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
ice_road ,yes ,Way ,"A highway is laid upon frozen water basin, definitely doesn't exist in summer. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
incline ,*,Node Way ,"Incline steepness as percents (""5%"") or degrees (""20°""). Positive/negative values indicate movement upward/downwards in the direction of the way. ",Y,Transport,tran,Road,rds,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
junction ,roundabout ,Way Closed way ,"This automatically implies oneway=yes, the oneway direction is defined by the sequential ordering of nodes within the Way. This applies on a way, tagged with highway=* already. ",Y,Transport,tran,Road,rds,#N/A,Way Closed way ,ln,#N/A,ln,#N/A,#N/A
lanes ,number ,Way ,"The number of traffic lanes for general purpose traffic, also for buses and other specific classes of vehicle. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
lit ,yes/no ,NodeWayArea ,Street lighting ,Y,Transport,tran,Road,rds,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
motorroad ,yes / no ,Way Node ,The motorroad tag is used to describe highways that have motorway-like access restrictions but that are not a motorway. ,Y,Transport,tran,Road,rds,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
mountain_pass ,yes ,Node ,The highest point of a mountain pass. ,Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
mtb:scale ,0-6 ,Way ,Applies to highway=path and highway=track. A classification scheme for mtb trails (few inclination and downhill). ,N,Transport,tran,Highway,hwy,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
mtb:scale:uphill ,0-5 ,Way ,A classification scheme for mtb trails for going uphill if there is significant inclination. ,N,Transport,tran,Highway,hwy,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
mtb:scale:imba ,0-4 ,Way ,The IMBA Trail Difficulty Rating System shall be used for bikeparks. It is adapted to mtb trails with artificial obstacles. ,N,Transport,tran,Highway,hwy,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
mtb:description ,Text ,Way ,Applies to highway=path and highway=track. A key to input variable infos related to mtbiking on a way with human words ,N,Transport,tran,Highway,hwy,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
overtaking ,yes/ no/ both/ forward/ backward ,Way ,Specifying sections of roads where overtaking is legally forbidden. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
passing_places ,yes ,Way ,A way which has frequent passing places ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
sac_scale ,hiking / mountain_hiking / demanding_mountain_hiking / alpine_hiking / demanding_alpine_hiking / difficult_alpine_hiking ,Way ,Applies to highway=path and highway=footway. A classification scheme for hiking trails. ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
service ,alley/ driveway/ parking_aisle etc. ,Way ,See Key:service for more details. ,N,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
surface ,paved / unpaved / asphalt / concrete / paving_stones / cobblestone / metal / wood / grass_paver / gravel / pebblestone / grass / ground / earth / dirt / mud / sand ,Way ,See Key:surface for more details. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
tactile_paving ,yes / no ,Node Way Area ,A paving in the ground to be followed with a blindman's stick. ,N,Transport,tran,Road,rds,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
tracktype ,grade1/ grade2/ grade3/ grade4/ grade5 ,Way ,To describe the quality of the surface. See Key:tracktype and Key:surface for more information. ,Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
traffic_calming ,yes/ bump/ hump/ cushion/ table etc. ,Node Way ,See Key:traffic_calming for more details. ,Y,Transport,tran,Road,rds,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
trail_visibility ,excellent / good / intermediate / bad / horrible / no ,Way ,"Applies to highway=path, highway=footway, highway=cycleway and highway=bridleway. A classification for hiking trails visibility ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
winter_road ,yes ,Way ,"A highway functions during winter, probably can't be driven in summer. ",Y,Transport,tran,Road,rds,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
highway ,bus_stop ,Node ,A small bus stop. Can be mapped more rigorously using public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait. See public_transport=* for more details. ,Y,Transport,tran,Bus,bus,tran,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,crossing ,Node ,"Pedestrians can cross a street here; e.g., zebra crossing ",N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,emergency_access_point ,Node ,Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN ,Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,escape ,Way Area ,Emergency lane beside long descending slopes for trucks and other vehicles to stop safely after brake failure. ,Y,Transport,tran,Road,rds,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
highway ,give_way ,Node ,"A ""give way,"" or ""Yield"" sign ",N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
emergency ,phone ,Node ,A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN ,Y,Utilities,util,"Communication structures, radio/ tv stations, Internet Access, Telephone",com,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,mini_roundabout ,Node ,"Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island. In case of an untraversable center island, junction=roundabout should be used.",N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,motorway_junction ,Node ,"Indicates a junction (UK) or exit (US). ref=* should be set to the exit number or junction identifier. (Some roads - e.g., the A14 - also carry junction numbers, so the tag may be encountered elsewhere despite its name) ",Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,passing_place ,Node ,The location of a passing space ,Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,rest_area ,Node Area ,"Place where drivers can leave the road to rest, but not refuel. ",Y,Transport,tran,Road,rds,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
highway ,speed_camera ,Node ,A fixed road-side or overhead speed camera. ,N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,street_lamp ,Node ,"A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night ",Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,services ,Node Area ,"A service station to get food and eat something, often found at motorways ",Y,Transport,tran,Road,rds,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
highway ,stop ,Node ,A stop sign ,N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,traffic_signals ,Node ,Lights that control the traffic ,N,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,turning_circle ,Node ,"A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac. ",Y,Transport,tran,Road,rds,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
highway ,User Defined ,Node Way ,All commonly used values according to Taginfo ,Y,Transport,tran,Road,rds,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
historic ,archaeological_site ,Node Area ,A place in which evidence of past activity is preserved ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,aircraft ,Node Area ,A decommissioned aircraft which generally remains in one place ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,battlefield ,Node Area ,The site of a battle or military skirmish in the past. This could be on land or at sea. ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,boundary_stone ,Node ,A historic boundary stone usually found along the way. ,N,Points of Interest,pois,Historical sites,his,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
historic ,castle ,Node Area ,Castles are (often fortified) buildings from medieval and modern times. Other languages ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,cannon ,Node ,A historic/retired cannon. Usually found at on forts or battlefields. ,N,Points of Interest,pois,Historical sites,his,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
historic ,city_gate ,Node Area ,A Wikipedia city gate (or town gate) is a gate within a city wall. ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,citywalls ,Way Area ,A Wikipedia defensive wall is a fortification used to protect a city or settlement from potential aggressors. ,N,Points of Interest,pois,Historical sites,his,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
historic ,farm ,Node Area ,"A historical farm, kept in it's original state. ",N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
historic ,fort ,Node Area ,A military fort - distinct from a castle as it is generally more modern ,N,Points of Interest,pois,Historical sites,his,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
